protA,protB
P08708,P23396
P08708,P25398
P08708,P39019
P08708,P42677
P08708,P46781
P08708,P46782
P08708,P46783
P08708,P60866
P08708,P61247
P08708,P62081
P08708,P62241
P08708,P62244
P08708,P62249
P08708,P62263
P08708,P62266
P08708,P62269
P08708,P62273
P08708,P62277
P08708,P62280
P08708,P62701
P08708,P62753
P08708,P62841
P08708,P62847
P08708,P62851
P08708,P62854
P08708,P62857
P08708,P62861
P08708,P62979
P08708,P63220
P08865,P15880
P08865,P22090
P08865,P23396
P08865,P25398
P08865,P39019
P08865,P42677
P08865,P46781
P08865,P46782
P08865,P46783
P08865,P60866
P08865,P61247
P08865,P62081
P08865,P62241
P08865,P62244
P08865,P62249
P08865,P62263
P08865,P62266
P08865,P62269
P08865,P62273
P08865,P62277
P08865,P62280
P08865,P62701
P08865,P62753
P08865,P62841
P08865,P62847
P08865,P62851
P08865,P62854
P08865,P62857
P08865,P62861
P08865,P62979
P08865,P63220
P15880,P22090
P15880,P23396
P15880,P25398
P15880,P39019
P15880,P42677
P15880,P46781
P15880,P46782
P15880,P46783
P15880,P60866
P15880,P61247
P15880,P62081
P15880,P62241
P15880,P62244
P15880,P62249
P15880,P62263
P15880,P62266
P15880,P62269
P15880,P62273
P15880,P62277
P15880,P62280
P15880,P62701
P15880,P62753
P15880,P62841
P15880,P62847
P15880,P62851
P15880,P62854
P15880,P62857
P15880,P62861
P15880,P62979
P15880,P63220
P22090,P23396
P22090,P25398
P22090,P39019
P22090,P42677
P22090,P46781
P22090,P46782
P22090,P46783
P22090,P60866
P22090,P61247
P22090,P62081
P22090,P62241
P22090,P62244
P22090,P62249
P22090,P62263
P22090,P62266
P22090,P62269
P22090,P62273
P22090,P62277
P22090,P62280
P22090,P62701
P22090,P62753
P22090,P62841
P22090,P62847
P22090,P62851
P22090,P62854
P22090,P62857
P22090,P62861
P22090,P62979
P22090,P63220
P23396,P25398
P23396,P39019
P23396,P42677
P23396,P46781
P23396,P46782
P23396,P46783
P23396,P60866
P23396,P61247
P23396,P62081
P23396,P62241
P23396,P62244
P23396,P62249
P23396,P62263
P23396,P62266
P23396,P62269
P23396,P62273
P23396,P62277
P23396,P62280
P23396,P62701
P23396,P62753
P23396,P62841
P23396,P62847
P23396,P62851
P23396,P62854
P23396,P62857
P23396,P62861
P23396,P62979
P23396,P63220
P25398,P39019
P25398,P42677
P25398,P46781
P25398,P46782
P25398,P46783
P25398,P60866
P25398,P61247
P25398,P62081
P25398,P62241
P25398,P62244
P25398,P62249
P25398,P62263
P25398,P62266
P25398,P62269
P25398,P62273
P25398,P62277
P25398,P62280
P25398,P62701
P25398,P62753
P25398,P62841
P25398,P62847
P25398,P62851
P25398,P62854
P25398,P62857
P25398,P62861
P25398,P62979
P25398,P63220
P39019,P42677
P39019,P46781
P39019,P46782
P39019,P46783
P39019,P60866
P39019,P61247
P39019,P62081
P39019,P62241
P39019,P62244
P39019,P62249
P39019,P62263
P39019,P62266
P39019,P62269
P39019,P62273
P39019,P62277
P39019,P62280
P39019,P62701
P39019,P62753
P39019,P62841
P39019,P62847
P39019,P62851
P39019,P62854
P39019,P62857
P39019,P62861
P39019,P62979
P39019,P63220
P42677,P46781
P42677,P46782
P42677,P46783
P42677,P60866
P42677,P61247
P42677,P62081
P42677,P62241
P42677,P62244
P42677,P62249
P42677,P62263
P42677,P62266
P42677,P62269
P42677,P62273
P42677,P62277
P42677,P62280
P42677,P62701
P42677,P62753
P42677,P62841
P42677,P62847
P42677,P62851
P42677,P62854
P42677,P62857
P42677,P62861
P42677,P62979
P42677,P63220
P46781,P46782
P46781,P46783
P46781,P60866
P46781,P61247
P46781,P62081
P46781,P62241
P46781,P62244
P46781,P62249
P46781,P62263
P46781,P62266
P46781,P62269
P46781,P62273
P46781,P62277
P46781,P62280
P46781,P62701
P46781,P62753
P46781,P62841
P46781,P62847
P46781,P62851
P46781,P62854
P46781,P62857
P46781,P62861
P46781,P62979
P46781,P63220
P46782,P46783
P46782,P60866
P46782,P61247
P46782,P62081
P46782,P62241
P46782,P62244
P46782,P62249
P46782,P62263
P46782,P62266
P46782,P62269
P46782,P62273
P46782,P62277
P46782,P62280
P46782,P62701
P46782,P62753
P46782,P62841
P46782,P62847
P46782,P62851
P46782,P62854
P46782,P62857
P46782,P62861
P46782,P62979
P46782,P63220
P46783,P60866
P46783,P61247
P46783,P62081
P46783,P62241
P46783,P62244
P46783,P62249
P46783,P62263
P46783,P62266
P46783,P62269
P46783,P62273
P46783,P62277
P46783,P62280
P46783,P62701
P46783,P62753
P46783,P62841
P46783,P62847
P46783,P62851
P46783,P62854
P46783,P62857
P46783,P62861
P46783,P62979
P46783,P63220
P60866,P61247
P60866,P62081
P60866,P62241
P60866,P62244
P60866,P62249
P60866,P62263
P60866,P62266
P60866,P62269
P60866,P62273
P60866,P62277
P60866,P62280
P60866,P62701
P60866,P62753
P60866,P62841
P60866,P62847
P60866,P62851
P60866,P62854
P60866,P62857
P60866,P62861
P60866,P62979
P60866,P63220
P61247,P62081
P61247,P62241
P61247,P62244
P61247,P62249
P61247,P62263
P61247,P62266
P61247,P62269
P61247,P62273
P61247,P62277
P61247,P62280
P61247,P62701
P61247,P62753
P61247,P62841
P61247,P62847
P61247,P62851
P61247,P62854
P61247,P62857
P61247,P62861
P61247,P62979
P61247,P63220
P62081,P62241
P62081,P62244
P62081,P62249
P62081,P62263
P62081,P62266
P62081,P62269
P62081,P62273
P62081,P62277
P62081,P62280
P62081,P62701
P62081,P62753
P62081,P62841
P62081,P62847
P62081,P62851
P62081,P62854
P62081,P62857
P62081,P62861
P62081,P62979
P62081,P63220
P62241,P62244
P62241,P62249
P62241,P62263
P62241,P62266
P62241,P62269
P62241,P62273
P62241,P62277
P62241,P62280
P62241,P62701
P62241,P62753
P62241,P62841
P62241,P62847
P62241,P62851
P62241,P62854
P62241,P62857
P62241,P62861
P62241,P62979
P62241,P63220
P62244,P62249
P62244,P62263
P62244,P62266
P62244,P62269
P62244,P62273
P62244,P62277
P62244,P62280
P62244,P62701
P62244,P62753
P62244,P62841
P62244,P62847
P62244,P62851
P62244,P62854
P62244,P62857
P62244,P62861
P62244,P62979
P62244,P63220
P62249,P62263
P62249,P62266
P62249,P62269
P62249,P62273
P62249,P62277
P62249,P62280
P62249,P62701
P62249,P62753
P62249,P62841
P62249,P62847
P62249,P62851
P62249,P62854
P62249,P62857
P62249,P62861
P62249,P62979
P62249,P63220
P62263,P62266
P62263,P62269
P62263,P62273
P62263,P62277
P62263,P62280
P62263,P62701
P62263,P62753
P62263,P62841
P62263,P62847
P62263,P62851
P62263,P62854
P62263,P62857
P62263,P62861
P62263,P62979
P62263,P63220
P62266,P62269
P62266,P62273
P62266,P62277
P62266,P62280
P62266,P62701
P62266,P62753
P62266,P62841
P62266,P62847
P62266,P62851
P62266,P62854
P62266,P62857
P62266,P62861
P62266,P62979
P62266,P63220
P62269,P62273
P62269,P62277
P62269,P62280
P62269,P62701
P62269,P62753
P62269,P62841
P62269,P62847
P62269,P62851
P62269,P62854
P62269,P62857
P62269,P62861
P62269,P62979
P62269,P63220
P62273,P62277
P62273,P62280
P62273,P62701
P62273,P62753
P62273,P62841
P62273,P62847
P62273,P62851
P62273,P62854
P62273,P62857
P62273,P62861
P62273,P62979
P62273,P63220
P62277,P62280
P62277,P62701
P62277,P62753
P62277,P62841
P62277,P62847
P62277,P62851
P62277,P62854
P62277,P62857
P62277,P62861
P62277,P62979
P62277,P63220
P62280,P62701
P62280,P62753
P62280,P62841
P62280,P62847
P62280,P62851
P62280,P62854
P62280,P62857
P62280,P62861
P62280,P62979
P62280,P63220
P62701,P62753
P62701,P62841
P62701,P62847
P62701,P62851
P62701,P62854
P62701,P62857
P62701,P62861
P62701,P62979
P62701,P63220
P62753,P62841
P62753,P62847
P62753,P62851
P62753,P62854
P62753,P62857
P62753,P62861
P62753,P62979
P62753,P63220
P62841,P62847
P62841,P62851
P62841,P62854
P62841,P62857
P62841,P62861
P62841,P62979
P62841,P63220
P62847,P62851
P62847,P62854
P62847,P62857
P62847,P62861
P62847,P62979
P62847,P63220
P62851,P62854
P62851,P62857
P62851,P62861
P62851,P62979
P62851,P63220
P62854,P62857
P62854,P62861
P62854,P62979
P62854,P63220
P62857,P62861
P62857,P62979
P62857,P63220
P62861,P62979
P62861,P63220
P62979,P63220
P05386,P05387
P05386,P05388
P05386,P08708
P05386,P08865
P05386,P15880
P05386,P18077
P05386,P18124
P05386,P18621
P05386,P22090
P05386,P23396
P05386,P25398
P05386,P26373
P05386,P27635
P05386,P30050
P05386,P32969
P05386,P35268
P05386,P36578
P05386,P39019
P05386,P39023
P05386,P40429
P05386,P42677
P05386,P42766
P05386,P46776
P05386,P46777
P05386,P46778
P05386,P46779
P05386,P46781
P05386,P46782
P05386,P46783
P05386,P47914
P05386,P49207
P05386,P50914
P05386,P60866
P05386,P61247
P05386,P61254
P05386,P61313
P05386,P61353
P05386,P61513
P05386,P61927
P05386,P62081
P05386,P62241
P05386,P62244
P05386,P62249
P05386,P62263
P05386,P62266
P05386,P62269
P05386,P62273
P05386,P62277
P05386,P62280
P05386,P62424
P05386,P62701
P05386,P62750
P05386,P62753
P05386,P62829
P05386,P62841
P05386,P62847
P05386,P62851
P05386,P62854
P05386,P62857
P05386,P62861
P05386,P62888
P05386,P62891
P05386,P62899
P05386,P62906
P05386,P62910
P05386,P62913
P05386,P62917
P05386,P62945
P05386,P62979
P05386,P62987
P05386,P63173
P05386,P63220
P05386,P83731
P05386,P83881
P05386,P84098
P05386,Q02543
P05386,Q02878
P05386,Q07020
P05386,Q9Y3U8
P05387,P05388
P05387,P08708
P05387,P08865
P05387,P15880
P05387,P18077
P05387,P18124
P05387,P18621
P05387,P22090
P05387,P23396
P05387,P25398
P05387,P26373
P05387,P27635
P05387,P30050
P05387,P32969
P05387,P35268
P05387,P36578
P05387,P39019
P05387,P39023
P05387,P40429
P05387,P42677
P05387,P42766
P05387,P46776
P05387,P46777
P05387,P46778
P05387,P46779
P05387,P46781
P05387,P46782
P05387,P46783
P05387,P47914
P05387,P49207
P05387,P50914
P05387,P60866
P05387,P61247
P05387,P61254
P05387,P61313
P05387,P61353
P05387,P61513
P05387,P61927
P05387,P62081
P05387,P62241
P05387,P62244
P05387,P62249
P05387,P62263
P05387,P62266
P05387,P62269
P05387,P62273
P05387,P62277
P05387,P62280
P05387,P62424
P05387,P62701
P05387,P62750
P05387,P62753
P05387,P62829
P05387,P62841
P05387,P62847
P05387,P62851
P05387,P62854
P05387,P62857
P05387,P62861
P05387,P62888
P05387,P62891
P05387,P62899
P05387,P62906
P05387,P62910
P05387,P62913
P05387,P62917
P05387,P62945
P05387,P62979
P05387,P62987
P05387,P63173
P05387,P63220
P05387,P83731
P05387,P83881
P05387,P84098
P05387,Q02543
P05387,Q02878
P05387,Q07020
P05387,Q9Y3U8
P05388,P08708
P05388,P08865
P05388,P15880
P05388,P18077
P05388,P18124
P05388,P18621
P05388,P22090
P05388,P23396
P05388,P25398
P05388,P26373
P05388,P27635
P05388,P30050
P05388,P32969
P05388,P35268
P05388,P36578
P05388,P39019
P05388,P39023
P05388,P40429
P05388,P42677
P05388,P42766
P05388,P46776
P05388,P46777
P05388,P46778
P05388,P46779
P05388,P46781
P05388,P46782
P05388,P46783
P05388,P47914
P05388,P49207
P05388,P50914
P05388,P60866
P05388,P61247
P05388,P61254
P05388,P61313
P05388,P61353
P05388,P61513
P05388,P61927
P05388,P62081
P05388,P62241
P05388,P62244
P05388,P62249
P05388,P62263
P05388,P62266
P05388,P62269
P05388,P62273
P05388,P62277
P05388,P62280
P05388,P62424
P05388,P62701
P05388,P62750
P05388,P62753
P05388,P62829
P05388,P62841
P05388,P62847
P05388,P62851
P05388,P62854
P05388,P62857
P05388,P62861
P05388,P62888
P05388,P62891
P05388,P62899
P05388,P62906
P05388,P62910
P05388,P62913
P05388,P62917
P05388,P62945
P05388,P62979
P05388,P62987
P05388,P63173
P05388,P63220
P05388,P83731
P05388,P83881
P05388,P84098
P05388,Q02543
P05388,Q02878
P05388,Q07020
P05388,Q9Y3U8
P08708,P18077
P08708,P18124
P08708,P18621
P08708,P26373
P08708,P27635
P08708,P30050
P08708,P32969
P08708,P35268
P08708,P36578
P08708,P39023
P08708,P40429
P08708,P42766
P08708,P46776
P08708,P46777
P08708,P46778
P08708,P46779
P08708,P47914
P08708,P49207
P08708,P50914
P08708,P61254
P08708,P61313
P08708,P61353
P08708,P61513
P08708,P61927
P08708,P62424
P08708,P62750
P08708,P62829
P08708,P62888
P08708,P62891
P08708,P62899
P08708,P62906
P08708,P62910
P08708,P62913
P08708,P62917
P08708,P62945
P08708,P62987
P08708,P63173
P08708,P83731
P08708,P83881
P08708,P84098
P08708,Q02543
P08708,Q02878
P08708,Q07020
P08708,Q9Y3U8
P08865,P18077
P08865,P18124
P08865,P18621
P08865,P26373
P08865,P27635
P08865,P30050
P08865,P32969
P08865,P35268
P08865,P36578
P08865,P39023
P08865,P40429
P08865,P42766
P08865,P46776
P08865,P46777
P08865,P46778
P08865,P46779
P08865,P47914
P08865,P49207
P08865,P50914
P08865,P61254
P08865,P61313
P08865,P61353
P08865,P61513
P08865,P61927
P08865,P62424
P08865,P62750
P08865,P62829
P08865,P62888
P08865,P62891
P08865,P62899
P08865,P62906
P08865,P62910
P08865,P62913
P08865,P62917
P08865,P62945
P08865,P62987
P08865,P63173
P08865,P83731
P08865,P83881
P08865,P84098
P08865,Q02543
P08865,Q02878
P08865,Q07020
P08865,Q9Y3U8
P15880,P18077
P15880,P18124
P15880,P18621
P15880,P26373
P15880,P27635
P15880,P30050
P15880,P32969
P15880,P35268
P15880,P36578
P15880,P39023
P15880,P40429
P15880,P42766
P15880,P46776
P15880,P46777
P15880,P46778
P15880,P46779
P15880,P47914
P15880,P49207
P15880,P50914
P15880,P61254
P15880,P61313
P15880,P61353
P15880,P61513
P15880,P61927
P15880,P62424
P15880,P62750
P15880,P62829
P15880,P62888
P15880,P62891
P15880,P62899
P15880,P62906
P15880,P62910
P15880,P62913
P15880,P62917
P15880,P62945
P15880,P62987
P15880,P63173
P15880,P83731
P15880,P83881
P15880,P84098
P15880,Q02543
P15880,Q02878
P15880,Q07020
P15880,Q9Y3U8
P18077,P18124
P18077,P18621
P18077,P22090
P18077,P23396
P18077,P25398
P18077,P26373
P18077,P27635
P18077,P30050
P18077,P32969
P18077,P35268
P18077,P36578
P18077,P39019
P18077,P39023
P18077,P40429
P18077,P42677
P18077,P42766
P18077,P46776
P18077,P46777
P18077,P46778
P18077,P46779
P18077,P46781
P18077,P46782
P18077,P46783
P18077,P47914
P18077,P49207
P18077,P50914
P18077,P60866
P18077,P61247
P18077,P61254
P18077,P61313
P18077,P61353
P18077,P61513
P18077,P61927
P18077,P62081
P18077,P62241
P18077,P62244
P18077,P62249
P18077,P62263
P18077,P62266
P18077,P62269
P18077,P62273
P18077,P62277
P18077,P62280
P18077,P62424
P18077,P62701
P18077,P62750
P18077,P62753
P18077,P62829
P18077,P62841
P18077,P62847
P18077,P62851
P18077,P62854
P18077,P62857
P18077,P62861
P18077,P62888
P18077,P62891
P18077,P62899
P18077,P62906
P18077,P62910
P18077,P62913
P18077,P62917
P18077,P62945
P18077,P62979
P18077,P62987
P18077,P63173
P18077,P63220
P18077,P83731
P18077,P83881
P18077,P84098
P18077,Q02543
P18077,Q02878
P18077,Q07020
P18077,Q9Y3U8
P18124,P18621
P18124,P22090
P18124,P23396
P18124,P25398
P18124,P26373
P18124,P27635
P18124,P30050
P18124,P32969
P18124,P35268
P18124,P36578
P18124,P39019
P18124,P39023
P18124,P40429
P18124,P42677
P18124,P42766
P18124,P46776
P18124,P46777
P18124,P46778
P18124,P46779
P18124,P46781
P18124,P46782
P18124,P46783
P18124,P47914
P18124,P49207
P18124,P50914
P18124,P60866
P18124,P61247
P18124,P61254
P18124,P61313
P18124,P61353
P18124,P61513
P18124,P61927
P18124,P62081
P18124,P62241
P18124,P62244
P18124,P62249
P18124,P62263
P18124,P62266
P18124,P62269
P18124,P62273
P18124,P62277
P18124,P62280
P18124,P62424
P18124,P62701
P18124,P62750
P18124,P62753
P18124,P62829
P18124,P62841
P18124,P62847
P18124,P62851
P18124,P62854
P18124,P62857
P18124,P62861
P18124,P62888
P18124,P62891
P18124,P62899
P18124,P62906
P18124,P62910
P18124,P62913
P18124,P62917
P18124,P62945
P18124,P62979
P18124,P62987
P18124,P63173
P18124,P63220
P18124,P83731
P18124,P83881
P18124,P84098
P18124,Q02543
P18124,Q02878
P18124,Q07020
P18124,Q9Y3U8
P18621,P22090
P18621,P23396
P18621,P25398
P18621,P26373
P18621,P27635
P18621,P30050
P18621,P32969
P18621,P35268
P18621,P36578
P18621,P39019
P18621,P39023
P18621,P40429
P18621,P42677
P18621,P42766
P18621,P46776
P18621,P46777
P18621,P46778
P18621,P46779
P18621,P46781
P18621,P46782
P18621,P46783
P18621,P47914
P18621,P49207
P18621,P50914
P18621,P60866
P18621,P61247
P18621,P61254
P18621,P61313
P18621,P61353
P18621,P61513
P18621,P61927
P18621,P62081
P18621,P62241
P18621,P62244
P18621,P62249
P18621,P62263
P18621,P62266
P18621,P62269
P18621,P62273
P18621,P62277
P18621,P62280
P18621,P62424
P18621,P62701
P18621,P62750
P18621,P62753
P18621,P62829
P18621,P62841
P18621,P62847
P18621,P62851
P18621,P62854
P18621,P62857
P18621,P62861
P18621,P62888
P18621,P62891
P18621,P62899
P18621,P62906
P18621,P62910
P18621,P62913
P18621,P62917
P18621,P62945
P18621,P62979
P18621,P62987
P18621,P63173
P18621,P63220
P18621,P83731
P18621,P83881
P18621,P84098
P18621,Q02543
P18621,Q02878
P18621,Q07020
P18621,Q9Y3U8
P22090,P26373
P22090,P27635
P22090,P30050
P22090,P32969
P22090,P35268
P22090,P36578
P22090,P39023
P22090,P40429
P22090,P42766
P22090,P46776
P22090,P46777
P22090,P46778
P22090,P46779
P22090,P47914
P22090,P49207
P22090,P50914
P22090,P61254
P22090,P61313
P22090,P61353
P22090,P61513
P22090,P61927
P22090,P62424
P22090,P62750
P22090,P62829
P22090,P62888
P22090,P62891
P22090,P62899
P22090,P62906
P22090,P62910
P22090,P62913
P22090,P62917
P22090,P62945
P22090,P62987
P22090,P63173
P22090,P83731
P22090,P83881
P22090,P84098
P22090,Q02543
P22090,Q02878
P22090,Q07020
P22090,Q9Y3U8
P23396,P26373
P23396,P27635
P23396,P30050
P23396,P32969
P23396,P35268
P23396,P36578
P23396,P39023
P23396,P40429
P23396,P42766
P23396,P46776
P23396,P46777
P23396,P46778
P23396,P46779
P23396,P47914
P23396,P49207
P23396,P50914
P23396,P61254
P23396,P61313
P23396,P61353
P23396,P61513
P23396,P61927
P23396,P62424
P23396,P62750
P23396,P62829
P23396,P62888
P23396,P62891
P23396,P62899
P23396,P62906
P23396,P62910
P23396,P62913
P23396,P62917
P23396,P62945
P23396,P62987
P23396,P63173
P23396,P83731
P23396,P83881
P23396,P84098
P23396,Q02543
P23396,Q02878
P23396,Q07020
P23396,Q9Y3U8
P25398,P26373
P25398,P27635
P25398,P30050
P25398,P32969
P25398,P35268
P25398,P36578
P25398,P39023
P25398,P40429
P25398,P42766
P25398,P46776
P25398,P46777
P25398,P46778
P25398,P46779
P25398,P47914
P25398,P49207
P25398,P50914
P25398,P61254
P25398,P61313
P25398,P61353
P25398,P61513
P25398,P61927
P25398,P62424
P25398,P62750
P25398,P62829
P25398,P62888
P25398,P62891
P25398,P62899
P25398,P62906
P25398,P62910
P25398,P62913
P25398,P62917
P25398,P62945
P25398,P62987
P25398,P63173
P25398,P83731
P25398,P83881
P25398,P84098
P25398,Q02543
P25398,Q02878
P25398,Q07020
P25398,Q9Y3U8
P26373,P27635
P26373,P30050
P26373,P32969
P26373,P35268
P26373,P36578
P26373,P39019
P26373,P39023
P26373,P40429
P26373,P42677
P26373,P42766
P26373,P46776
P26373,P46777
P26373,P46778
P26373,P46779
P26373,P46781
P26373,P46782
P26373,P46783
P26373,P47914
P26373,P49207
P26373,P50914
P26373,P60866
